100	1000	
F	0	25.205632	11.831488	75
F	1	23.492977	23.953201	40
F	2	27.349421	5.926541	69
F	3	10.056683	23.046888	32
F	4	8.333241	16.619099	16
F	5	14.321912	18.866128	80
F	6	10.943534	15.402027	36
F	7	28.566892	27.485852	38
F	8	19.071352	21.518908	88
F	9	4.248077	18.209066	26
F	10	0.489017	7.286603	27
F	11	4.116947	24.125303	34
F	12	4.700373	12.028332	50
F	13	3.893713	3.264264	80
F	14	29.967736	6.547707	79
F	15	15.387972	25.173367	28
F	16	18.379195	8.880949	11
F	17	19.126568	15.728616	16
F	18	14.807490	29.183251	52
F	19	8.775504	23.140731	31
F	20	15.802349	23.097415	85
F	21	12.006859	26.745884	29
F	22	8.499442	10.573750	85
F	23	24.231736	27.570794	31
F	24	2.092658	28.479812	12
F	25	15.779861	2.581675	39
F	26	5.766415	19.896808	74
F	27	26.706978	10.466788	66
F	28	1.925140	0.600691	26
F	29	13.731052	1.892875	96
F	30	7.148399	29.119024	47
F	31	27.066242	25.527594	91
F	32	7.999972	16.192810	35
F	33	11.256209	22.807462	69
F	34	15.376061	20.031713	76
F	35	15.948193	1.178410	95
F	36	13.129128	27.955052	11
F	37	27.924294	21.628570	11
F	38	8.528802	22.156029	32
F	39	19.199364	10.621460	89
F	40	20.635842	4.979225	27
F	41	13.203136	26.402257	12
F	42	24.876033	9.910114	22
F	43	6.869045	26.801172	31
F	44	10.510805	20.600097	46
F	45	28.694048	17.659204	54
F	46	19.719121	25.760290	12
F	47	13.186798	27.719094	47
F	48	11.953100	24.443007	24
F	49	20.526556	27.329161	54
F	50	14.474720	6.474749	68
F	51	28.507571	27.603848	62
F	52	4.429800	26.431865	37
F	53	19.232418	12.958603	15
F	54	18.587895	8.431782	83
F	55	23.580063	9.223736	39
F	56	13.411007	6.783199	98
F	57	5.625993	8.287040	56
F	58	16.693313	12.495038	58
F	59	5.088213	27.204118	77
F	60	3.095136	3.782260	51
F	61	14.863322	22.814257	58
F	62	29.542550	28.050120	67
F	63	20.533351	11.495650	39
F	64	22.493126	11.059906	26
F	65	8.824811	6.967846	43
F	66	17.534655	7.332382	33
F	67	4.571694	21.964455	27
F	68	3.764247	23.804112	98
F	69	4.923058	22.352142	18
F	70	2.235894	28.503121	69
F	71	1.575878	15.646901	79
F	72	5.286320	7.201871	74
F	73	23.933942	21.979632	44
F	74	19.696910	29.022154	63
F	75	19.183750	22.792045	19
F	76	2.804414	4.047072	89
F	77	15.606302	2.346964	65
F	78	2.097192	6.139653	19
F	79	13.842614	24.590318	12
F	80	17.199559	22.667425	18
F	81	1.558165	4.734214	40
F	82	29.999807	6.129858	64
F	83	26.698669	3.764054	45
F	84	29.933970	1.621727	46
F	85	26.116196	2.169864	46
F	86	0.124848	27.692074	37
F	87	17.816765	5.411168	97
F	88	4.893945	11.750707	55
F	89	27.390800	24.590855	49
F	90	10.772861	16.574551	74
F	91	17.382900	13.577275	59
F	92	20.621623	2.989202	97
F	93	15.924240	22.718815	94
F	94	9.128854	29.766854	88
F	95	17.309133	26.328413	77
F	96	22.434279	18.867298	90
F	97	1.062627	22.434086	74
F	98	24.997156	27.761297	57
F	99	26.198140	24.931126	88
C	0	29.383024	22.314336	87
C	1	27.100990	29.507872	71
C	2	20.006410	14.917756	95
C	3	4.919040	24.900355	46
C	4	26.668463	2.309840	59
C	5	19.491210	7.441324	53
C	6	18.884391	6.874109	9
C	7	21.018599	9.506014	87
C	8	9.863311	6.942839	99
C	9	2.224829	18.992166	6
C	10	6.709692	19.533962	14
C	11	15.320579	29.143971	45
C	12	8.401260	16.383206	31
C	13	21.578057	3.398417	22
C	14	14.144503	17.776198	48
C	15	28.329543	13.527527	8
C	16	10.090534	25.430533	59
C	17	13.035399	0.096944	1
C	18	10.348289	17.954439	79
C	19	24.997299	7.016751	30
C	20	20.264279	14.488508	8
C	21	14.458075	9.148670	59
C	22	21.362618	5.476674	54
C	23	18.654685	1.225929	80
C	24	12.419512	20.879514	8
C	25	20.218095	19.129205	73
C	26	10.413476	5.538674	76
C	27	18.273176	18.814737	11
C	28	21.921880	9.851233	3
C	29	22.213153	6.066383	5
C	30	27.627431	20.542696	9
C	31	19.593910	7.717964	41
C	32	15.973229	2.629309	27
C	33	7.814908	26.321518	3
C	34	20.583748	2.812207	87
C	35	3.338269	10.848027	86
C	36	17.300715	17.796344	7
C	37	19.996698	8.663333	47
C	38	23.273017	8.651382	24
C	39	9.889262	5.692529	5
C	40	29.530896	0.107357	52
C	41	24.821734	9.944372	38
C	42	5.646031	13.094910	2
C	43	28.759109	27.567912	34
C	44	22.946143	20.972262	11
C	45	3.634295	20.573574	49
C	46	11.514958	23.228205	93
C	47	28.291538	27.488187	70
C	48	25.857514	6.106446	1
C	49	23.809705	16.441261	72
C	50	8.918654	27.147974	51
C	51	27.289289	26.219369	9
C	52	14.944318	17.285986	82
C	53	4.882702	8.217335	57
C	54	25.937369	14.771965	88
C	55	13.909865	25.468265	89
C	56	14.879322	8.731599	29
C	57	5.412637	20.525353	63
